bob
caseNumber,groupName,identityName,class,placeOfRescue,zoneName,zoneName2,dateAdded,rescueNotes,facility,dateOfAdmission,timeOfAdmission,food,housing,medicalCare,proposedResolution,otherResolution,ageYears,ageMonths,stage,weight,length,height,dateOfExamination,modeOfRestraint,temperature,heartRate,pulse,resperation,observationNotes,outcomeNotes,createdBy,lastUpdatedAt,lastUpdatedBy
44327f2b-98ee-4881-be7d-d86ada91a33f,Tiger,Deer,Mamalia,Hydrabad,MVS-CA,MVS-CA,Sat Jan 11 2014 06:04:05 GMT+0000 (Greenwich Mean Time),None,Unknown,14-10-2010},13:45},None,,,,,10,6,subadult,43kg,241cm,142cm,Sun Aug 22 2010 10:41:03 GMT+0100 (British Summer Time),None,None,133,Yes,None,None,None,,Fri May 31 2019 21:33:26 GMT+0100 (British Summer Time),
6b85062d-ee89-42a7-8178-2222c01383f9,Elephant,Reptile,Mamalia,Pune,MVS-NB,MVS-CA,Thu Aug 20 2015 10:04:59 GMT+0100 (British Summer Time),None,Unknown,24-08-2015},16:23},None,,,,,11,5,infant,121kg,195cm,41cm,Sun Dec 18 2016 13:31:50 GMT+0000 (Greenwich Mean Time),None,None,101,Yes,None,None,None,,Thu May 27 2010 20:59:47 GMT+0100 (British Summer Time),
ca44d077-80bb-436d-b47b-026294cc1842,Eagle,Reptile,Aves,Delhi,MVS-CA,MVS-CA,Thu Sep 26 2013 14:41:16 GMT+0100 (British Summer Time),None,Unknown,20-02-2010},06:12},None,,,,,9,9,adult,99kg,107cm,49cm,Thu Dec 23 2010 03:50:07 GMT+0000 (Greenwich Mean Time),None,None,86,Yes,None,None,None,,Wed Jul 10 2013 21:16:26 GMT+0100 (British Summer Time),
cb014896-8363-45ab-acd0-b03ac98ab639,Reptile,Owl,Aves,Delhi,MVS-EA,MVS-NB,Thu Dec 15 2016 10:25:58 GMT+0000 (Greenwich Mean Time),None,Unknown,25-06-2017},18:12},None,,,,,11,6,subadult,26kg,50cm,93cm,Tue Mar 17 2020 09:17:17 GMT+0000 (Greenwich Mean Time),None,None,50,Yes,None,None,None,,Sun Apr 15 2018 18:14:43 GMT+0100 (British Summer Time),
dd9a83e6-4e86-45a4-83f6-515827ac83b0,Turtle,Elephant,Aves,Delhi,MVS-EA,MVS-EA,Sat Jun 09 2012 14:34:02 GMT+0100 (British Summer Time),None,Unknown,04-08-2018},23:25},None,,,,,14,2,adult,139kg,199cm,64cm,Thu Dec 27 2018 12:14:29 GMT+0000 (Greenwich Mean Time),None,None,150,Yes,None,None,None,,Mon Oct 14 2013 23:03:26 GMT+0100 (British Summer Time),
9441805b-c2b7-4276-a94b-9c85acc361f9,Tiger,Elephant,Reptilia,Bengal,MVS-CA,MVS-EA,Wed Nov 08 2017 06:04:13 GMT+0000 (Greenwich Mean Time),None,Unknown,06-01-2014},23:39},None,,,,,5,6,infant,72kg,171cm,109cm,Tue May 22 2018 04:11:39 GMT+0100 (British Summer Time),None,None,118,Yes,None,None,None,,Mon May 14 2018 17:20:46 GMT+0100 (British Summer Time),
4f104804-38c2-4c6d-8bf5-de6e5278c4a0,Tiger,Elephant,Reptilia,Delhi,MVS-EA,MVS-NB,Mon Jan 31 2011 09:08:45 GMT+0000 (Greenwich Mean Time),None,Unknown,27-05-2012},23:44},None,,,,,3,8,adult,51kg,216cm,136cm,Sun Nov 17 2019 00:07:01 GMT+0000 (Greenwich Mean Time),None,None,92,Yes,None,None,None,,Sat Jan 06 2018 00:48:24 GMT+0000 (Greenwich Mean Time),
1c6eeb05-ffaf-4292-b335-807fd61bb032,Elephant,Turtle,Mamalia,Bombay,MVS-NB,MVS-CA,Wed Aug 08 2018 20:35:43 GMT+0100 (British Summer Time),None,Unknown,25-02-2019},19:33},None,,,,,11,8,infant,127kg,142cm,72cm,Wed Sep 29 2010 03:23:46 GMT+0100 (British Summer Time),None,None,149,Yes,None,None,None,,Fri Dec 14 2012 05:25:00 GMT+0000 (Greenwich Mean Time),
0b293ad6-63b8-4ea0-88d9-807da0d94d4d,Tiger,Tiger,Aves,Pune,MVS-CA,MVS-NB,Sun May 05 2019 00:04:10 GMT+0100 (British Summer Time),None,Unknown,16-09-2010},16:32},None,,,,,11,2,neonate,26kg,269cm,46cm,Fri Oct 12 2012 15:26:09 GMT+0100 (British Summer Time),None,None,59,Yes,None,None,None,,Mon Apr 22 2013 15:47:49 GMT+0100 (British Summer Time),
775afeeb-812e-49d4-9870-83e8ad4152cf,Eagle,Eagle,Reptilia,Hydrabad,MVS-EA,MVS-EA,Tue Nov 20 2012 19:12:19 GMT+0000 (Greenwich Mean Time),None,Unknown,04-10-2018},11:52},None,,,,,2,4,neonate,68kg,184cm,36cm,Sat Oct 31 2015 20:31:13 GMT+0000 (Greenwich Mean Time),None,None,79,Yes,None,None,None,,Fri May 11 2018 09:22:29 GMT+0100 (British Summer Time),
58e9731c-3039-49a6-a11c-8b7b01c2a799,Deer,Owl,Aves,Delhi,MVS-NB,MVS-EA,Tue Nov 12 2019 21:05:34 GMT+0000 (Greenwich Mean Time),None,Unknown,10-01-2015},08:43},None,,,,,15,7,neonate,83kg,113cm,24cm,Mon Feb 22 2021 01:50:39 GMT+0000 (Greenwich Mean Time),None,None,136,Yes,None,None,None,,Wed Sep 17 2014 04:02:51 GMT+0100 (British Summer Time),
e8d21593-783a-4a39-b007-930298e45105,Deer,Reptile,Aves,Bombay,MVS-NB,MVS-EA,Sun Aug 03 2014 08:54:06 GMT+0100 (British Summer Time),None,Unknown,14-01-2013},10:47},None,,,,,4,4,infant,118kg,289cm,150cm,Sat Jun 18 2016 06:35:19 GMT+0100 (British Summer Time),None,None,110,Yes,None,None,None,,Tue Apr 30 2019 20:30:20 GMT+0100 (British Summer Time),
dfdea431-2076-48ff-88ca-fa18a860a6dd,Monkey,Turtle,Aves,Pune,MVS-EA,MVS-NB,Sat Mar 31 2018 11:08:19 GMT+0100 (British Summer Time),None,Unknown,02-03-2019},14:16},None,,,,,7,8,neonate,130kg,209cm,142cm,Thu Oct 13 2016 10:01:33 GMT+0100 (British Summer Time),None,None,113,Yes,None,None,None,,Mon Dec 27 2010 03:34:09 GMT+0000 (Greenwich Mean Time),
ab239ed3-27a6-4074-93e2-90e2de44136a,Tiger,Deer,Aves,Hydrabad,MVS-EA,MVS-NB,Sun Apr 18 2021 21:50:18 GMT+0100 (British Summer Time),None,Unknown,19-10-2015},08:38},None,,,,,2,1,adult,108kg,50cm,32cm,Sat May 23 2020 16:24:00 GMT+0100 (British Summer Time),None,None,102,Yes,None,None,None,,Sat Oct 24 2015 17:33:13 GMT+0100 (British Summer Time),
7695cbd7-cd47-458a-9076-bced8fe25751,Owl,Reptile,Aves,Delhi,MVS-CA,MVS-CA,Sat Mar 18 2017 04:25:03 GMT+0000 (Greenwich Mean Time),None,Unknown,08-07-2018},03:42},None,,,,,1,11,neonate,149kg,225cm,71cm,Wed Jan 29 2014 05:04:47 GMT+0000 (Greenwich Mean Time),None,None,94,Yes,None,None,None,,Sat May 01 2010 16:22:57 GMT+0100 (British Summer Time),
6610680d-4804-4b7a-8297-00909385535b,Eagle,Monkey,Aves,Hydrabad,MVS-CA,MVS-NB,Sat May 25 2013 07:15:17 GMT+0100 (British Summer Time),None,Unknown,11-06-2010},07:21},None,,,,,2,10,infant,146kg,116cm,107cm,Wed Dec 07 2016 22:23:48 GMT+0000 (Greenwich Mean Time),None,None,100,Yes,None,None,None,,Sun Jun 28 2020 22:36:51 GMT+0100 (British Summer Time),
b17e879b-546c-4cba-8750-65f77a6e9bc4,Elephant,Owl,Reptilia,Hydrabad,MVS-CA,MVS-CA,Sun Jan 22 2017 12:38:44 GMT+0000 (Greenwich Mean Time),None,Unknown,04-11-2016},12:43},None,,,,,15,2,neonate,24kg,94cm,124cm,Wed Jul 10 2013 01:17:14 GMT+0100 (British Summer Time),None,None,55,Yes,None,None,None,,Thu Nov 22 2012 08:06:14 GMT+0000 (Greenwich Mean Time),
63218b3d-5d29-4549-9baa-be6e4b3a81dd,Turtle,Owl,Aves,Hydrabad,MVS-NB,MVS-EA,Sat Jul 26 2014 06:53:29 GMT+0100 (British Summer Time),None,Unknown,07-04-2013},17:57},None,,,,,7,4,subadult,106kg,282cm,91cm,Wed Apr 11 2012 00:13:54 GMT+0100 (British Summer Time),None,None,61,Yes,None,None,None,,Thu Jun 27 2013 21:48:39 GMT+0100 (British Summer Time),
20516607-c3f9-41ca-8210-194267abb6dd,Tiger,Monkey,Mamalia,Hydrabad,MVS-NB,MVS-NB,Tue Nov 17 2015 07:07:48 GMT+0000 (Greenwich Mean Time),None,Unknown,18-08-2013},15:40},None,,,,,12,2,neonate,132kg,224cm,149cm,Thu May 18 2017 17:02:53 GMT+0100 (British Summer Time),None,None,79,Yes,None,None,None,,Sat Jun 14 2014 20:55:03 GMT+0100 (British Summer Time),
9db09964-4922-4971-b586-8bead47b40ae,Tiger,Reptile,Aves,Pune,MVS-NB,MVS-NB,Sun Feb 08 2015 01:39:05 GMT+0000 (Greenwich Mean Time),None,Unknown,21-07-2013},02:27},None,,,,,6,10,infant,90kg,250cm,73cm,Thu Apr 03 2014 07:21:14 GMT+0100 (British Summer Time),None,None,72,Yes,None,None,None,,Wed Aug 01 2018 11:25:51 GMT+0100 (British Summer Time),
a509e349-feb0-4d2b-88a1-ae0d77bac013,Owl,Deer,Reptilia,Bombay,MVS-EA,MVS-EA,Sun Aug 05 2012 16:07:18 GMT+0100 (British Summer Time),None,Unknown,09-02-2020},07:11},None,,,,,14,2,infant,126kg,259cm,96cm,Sun Aug 28 2016 18:16:53 GMT+0100 (British Summer Time),None,None,107,Yes,None,None,None,,Tue Apr 03 2018 20:17:52 GMT+0100 (British Summer Time),
99dc977d-5593-42bc-8841-f0b68f196780,Tiger,Deer,Mamalia,Hydrabad,MVS-EA,MVS-CA,Tue Mar 12 2013 08:29:26 GMT+0000 (Greenwich Mean Time),None,Unknown,29-07-2017},16:40},None,,,,,1,10,subadult,94kg,55cm,35cm,Sat Oct 15 2011 19:54:27 GMT+0100 (British Summer Time),None,None,129,Yes,None,None,None,,Tue Jan 05 2016 03:22:34 GMT+0000 (Greenwich Mean Time),
c3b244aa-be2f-42b9-aeb8-5260a9939d17,Reptile,Tiger,Reptilia,Bengal,MVS-CA,MVS-NB,Sat Nov 13 2010 06:30:48 GMT+0000 (Greenwich Mean Time),None,Unknown,06-01-2020},03:15},None,,,,,7,6,neonate,56kg,161cm,112cm,Sun Sep 01 2013 14:19:13 GMT+0100 (British Summer Time),None,None,85,Yes,None,None,None,,Fri Aug 01 2014 23:25:53 GMT+0100 (British Summer Time),
62e6f103-93d4-4fb9-a822-5db0adf33bb8,Elephant,Turtle,Aves,Hydrabad,MVS-EA,MVS-CA,Wed Mar 14 2018 21:23:29 GMT+0000 (Greenwich Mean Time),None,Unknown,08-03-2019},11:42},None,,,,,12,8,infant,95kg,176cm,31cm,Mon Nov 12 2018 02:32:11 GMT+0000 (Greenwich Mean Time),None,None,55,Yes,None,None,None,,Sun Dec 07 2014 04:36:31 GMT+0000 (Greenwich Mean Time),
0e3343c4-724f-4c81-9acc-37fd6b1c082d,Owl,Deer,Reptilia,Bengal,MVS-EA,MVS-CA,Sat Jan 26 2019 15:34:26 GMT+0000 (Greenwich Mean Time),None,Unknown,18-02-2011},22:59},None,,,,,9,7,neonate,51kg,111cm,37cm,Fri Sep 04 2015 09:10:32 GMT+0100 (British Summer Time),None,None,147,Yes,None,None,None,,Fri May 05 2017 18:03:39 GMT+0100 (British Summer Time),
63c90c6b-b6bf-40db-abc3-ab1e06751193,Tiger,Eagle,Aves,Bengal,MVS-EA,MVS-CA,Tue Oct 18 2011 17:46:22 GMT+0100 (British Summer Time),None,Unknown,07-04-2017},10:46},None,,,,,11,9,adult,148kg,295cm,79cm,Sun Mar 01 2015 03:43:47 GMT+0000 (Greenwich Mean Time),None,None,89,Yes,None,None,None,,Tue Jul 25 2017 15:10:13 GMT+0100 (British Summer Time),
00e0da65-7b78-4b64-9d1d-477c71b45ca2,Eagle,Elephant,Mamalia,Bengal,MVS-NB,MVS-EA,Tue Jan 22 2019 12:24:18 GMT+0000 (Greenwich Mean Time),None,Unknown,27-11-2013},17:12},None,,,,,7,2,infant,141kg,21cm,21cm,Fri Mar 20 2015 21:33:28 GMT+0000 (Greenwich Mean Time),None,None,129,Yes,None,None,None,,Sun Mar 01 2015 15:46:04 GMT+0000 (Greenwich Mean Time),
ed55c635-6d6b-4801-b82e-a5accada7da2,Reptile,Turtle,Aves,Pune,MVS-EA,MVS-EA,Mon Feb 08 2016 21:57:34 GMT+0000 (Greenwich Mean Time),None,Unknown,30-09-2016},11:06},None,,,,,7,4,subadult,55kg,243cm,31cm,Wed Apr 24 2019 13:31:34 GMT+0100 (British Summer Time),None,None,94,Yes,None,None,None,,Tue Dec 05 2017 16:09:37 GMT+0000 (Greenwich Mean Time),
7fd043cd-f6a9-4b06-b04a-04ced39e219f,Tiger,Eagle,Mamalia,Pune,MVS-EA,MVS-NB,Sun Feb 03 2013 05:10:14 GMT+0000 (Greenwich Mean Time),None,Unknown,20-03-2010},22:42},None,,,,,13,7,infant,46kg,84cm,21cm,Thu Mar 12 2015 17:42:30 GMT+0000 (Greenwich Mean Time),None,None,86,Yes,None,None,None,,Mon Sep 05 2016 16:47:16 GMT+0100 (British Summer Time),
3af0b8aa-b28a-498a-9512-63ae72f8c9f7,Elephant,Reptile,Mamalia,Delhi,MVS-CA,MVS-CA,Sat Dec 22 2018 18:22:28 GMT+0000 (Greenwich Mean Time),None,Unknown,03-05-2020},11:44},None,,,,,12,4,adult,60kg,186cm,25cm,Sat Mar 21 2020 06:47:09 GMT+0000 (Greenwich Mean Time),None,None,89,Yes,None,None,None,,Sun Jun 08 2014 15:10:42 GMT+0100 (British Summer Time),
c6465846-6a0c-48b0-bf40-70c4f660778c,Tiger,Elephant,Mamalia,Hydrabad,MVS-EA,MVS-EA,Sun Mar 27 2016 15:23:01 GMT+0100 (British Summer Time),None,Unknown,29-08-2013},19:07},None,,,,,13,11,neonate,130kg,53cm,66cm,Fri Dec 09 2011 22:44:12 GMT+0000 (Greenwich Mean Time),None,None,130,Yes,None,None,None,,Mon Dec 30 2019 03:48:37 GMT+0000 (Greenwich Mean Time),
1b9f9d19-7344-444f-a920-7da853298516,Turtle,Reptile,Reptilia,Hydrabad,MVS-CA,MVS-NB,Tue Dec 28 2010 17:23:22 GMT+0000 (Greenwich Mean Time),None,Unknown,01-02-2013},07:15},None,,,,,14,5,neonate,57kg,118cm,111cm,Sat Apr 04 2015 09:13:47 GMT+0100 (British Summer Time),None,None,99,Yes,None,None,None,,Mon Jul 29 2019 08:08:45 GMT+0100 (British Summer Time),
2bc07470-8d6d-4d53-b2d0-78fc08ec98a6,Owl,Turtle,Reptilia,Bombay,MVS-NB,MVS-NB,Sat Jan 10 2015 06:18:37 GMT+0000 (Greenwich Mean Time),None,Unknown,02-12-2018},19:28},None,,,,,1,6,infant,140kg,75cm,26cm,Tue Jul 21 2015 21:36:37 GMT+0100 (British Summer Time),None,None,134,Yes,None,None,None,,Sun Aug 26 2018 11:19:07 GMT+0100 (British Summer Time),
60c69a96-4eeb-44a1-bcba-d882712288ba,Tiger,Reptile,Mamalia,Chenai,MVS-NB,MVS-NB,Tue Aug 12 2014 09:04:40 GMT+0100 (British Summer Time),None,Unknown,14-05-2018},22:51},None,,,,,7,2,adult,29kg,78cm,107cm,Wed Feb 27 2019 18:34:06 GMT+0000 (Greenwich Mean Time),None,None,142,Yes,None,None,None,,Tue Oct 30 2012 03:37:21 GMT+0000 (Greenwich Mean Time),
6680b531-3b0d-4e5c-a79f-c4b84dbcf93a,Eagle,Turtle,Mamalia,Hydrabad,MVS-EA,MVS-CA,Fri Sep 15 2017 10:23:53 GMT+0100 (British Summer Time),None,Unknown,07-02-2020},18:48},None,,,,,4,4,neonate,117kg,51cm,96cm,Tue Oct 02 2012 01:14:11 GMT+0100 (British Summer Time),None,None,120,Yes,None,None,None,,Tue Jan 25 2011 02:35:37 GMT+0000 (Greenwich Mean Time),
1e543c12-d6a0-4135-bb9e-01ff28767d44,Tiger,Turtle,Reptilia,Delhi,MVS-EA,MVS-EA,Sun Apr 29 2018 05:17:55 GMT+0100 (British Summer Time),None,Unknown,21-06-2011},16:49},None,,,,,4,7,subadult,149kg,152cm,30cm,Fri Dec 25 2015 12:16:06 GMT+0000 (Greenwich Mean Time),None,None,106,Yes,None,None,None,,Wed Aug 01 2012 13:03:57 GMT+0100 (British Summer Time),
60b5c44f-3aba-468d-843a-788a4912ec0e,Reptile,Reptile,Aves,Bombay,MVS-CA,MVS-NB,Mon Apr 05 2010 09:07:10 GMT+0100 (British Summer Time),None,Unknown,07-08-2012},11:08},None,,,,,13,9,neonate,107kg,116cm,105cm,Wed Oct 13 2010 20:31:08 GMT+0100 (British Summer Time),None,None,93,Yes,None,None,None,,Fri Apr 16 2021 02:08:56 GMT+0100 (British Summer Time),
ffae3d93-6d76-4aeb-ae2b-447742add4be,Turtle,Monkey,Reptilia,Hydrabad,MVS-CA,MVS-EA,Wed Jun 23 2010 01:21:27 GMT+0100 (British Summer Time),None,Unknown,12-05-2013},21:29},None,,,,,3,2,adult,42kg,241cm,48cm,Fri Nov 15 2019 21:29:01 GMT+0000 (Greenwich Mean Time),None,None,106,Yes,None,None,None,,Wed Jun 15 2016 12:31:10 GMT+0100 (British Summer Time),
021986e4-2e34-4a28-9f16-d5513ee3ed01,Elephant,Elephant,Aves,Delhi,MVS-EA,MVS-EA,Tue Jun 02 2015 01:18:37 GMT+0100 (British Summer Time),None,Unknown,01-04-2017},09:20},None,,,,,11,5,adult,142kg,57cm,128cm,Mon May 18 2020 23:15:19 GMT+0100 (British Summer Time),None,None,149,Yes,None,None,None,,Mon Dec 26 2016 09:49:44 GMT+0000 (Greenwich Mean Time),
0870a6d1-87c8-46d7-939c-0706541985ef,Reptile,Elephant,Mamalia,Chenai,MVS-EA,MVS-NB,Fri Feb 04 2011 02:04:55 GMT+0000 (Greenwich Mean Time),None,Unknown,05-09-2011},18:43},None,,,,,11,2,neonate,122kg,49cm,94cm,Mon Jul 23 2012 21:34:11 GMT+0100 (British Summer Time),None,None,128,Yes,None,None,None,,Sun Sep 18 2011 07:03:08 GMT+0100 (British Summer Time),
8248377d-8b25-4c3b-b228-e16072cbfee0,Owl,Monkey,Aves,Hydrabad,MVS-CA,MVS-NB,Thu Aug 28 2014 21:38:25 GMT+0100 (British Summer Time),None,Unknown,27-04-2016},05:11},None,,,,,5,7,subadult,61kg,121cm,67cm,Tue Apr 19 2016 08:17:38 GMT+0100 (British Summer Time),None,None,58,Yes,None,None,None,,Fri Sep 17 2010 15:35:25 GMT+0100 (British Summer Time),
1e3c06ae-86bd-4cc5-a70a-07da3aa41b5f,Elephant,Reptile,Reptilia,Chenai,MVS-CA,MVS-CA,Sat Jul 03 2010 08:59:53 GMT+0100 (British Summer Time),None,Unknown,23-03-2015},05:36},None,,,,,3,9,neonate,106kg,271cm,88cm,Sat Dec 12 2015 15:31:41 GMT+0000 (Greenwich Mean Time),None,None,90,Yes,None,None,None,,Tue Oct 23 2018 20:12:12 GMT+0100 (British Summer Time),
99edd137-4fa3-4a5d-8338-1f242517f6ba,Monkey,Elephant,Mamalia,Chenai,MVS-CA,MVS-CA,Tue May 01 2018 15:29:43 GMT+0100 (British Summer Time),None,Unknown,21-07-2020},06:22},None,,,,,13,1,neonate,89kg,275cm,77cm,Sun Mar 07 2021 04:06:24 GMT+0000 (Greenwich Mean Time),None,None,86,Yes,None,None,None,,Thu Nov 12 2015 12:41:32 GMT+0000 (Greenwich Mean Time),
b1305210-88d6-4145-a574-fee616af82bc,Deer,Owl,Reptilia,Chenai,MVS-CA,MVS-CA,Mon Jul 20 2015 05:10:12 GMT+0100 (British Summer Time),None,Unknown,15-01-2016},20:38},None,,,,,9,8,neonate,69kg,202cm,45cm,Tue Oct 11 2011 05:20:24 GMT+0100 (British Summer Time),None,None,59,Yes,None,None,None,,Sat Feb 13 2010 05:25:44 GMT+0000 (Greenwich Mean Time),
7dff39f0-dc42-4020-9e06-0e7a628fa534,Monkey,Eagle,Reptilia,Chenai,MVS-NB,MVS-EA,Mon Jun 01 2020 08:16:42 GMT+0100 (British Summer Time),None,Unknown,16-03-2015},00:52},None,,,,,4,1,neonate,23kg,24cm,30cm,Sat Dec 28 2013 11:09:54 GMT+0000 (Greenwich Mean Time),None,None,60,Yes,None,None,None,,Mon Oct 02 2017 06:03:08 GMT+0100 (British Summer Time),
223a30ed-f81e-47ea-9a86-3183e5543a69,Owl,Deer,Mamalia,Delhi,MVS-NB,MVS-CA,Sun Dec 13 2015 19:43:48 GMT+0000 (Greenwich Mean Time),None,Unknown,05-01-2017},11:32},None,,,,,2,10,adult,45kg,254cm,27cm,Tue Feb 02 2016 12:20:32 GMT+0000 (Greenwich Mean Time),None,None,110,Yes,None,None,None,,Thu Oct 24 2019 08:43:00 GMT+0100 (British Summer Time),
1231c444-3d68-4fc6-84c9-7bff0873bd25,Reptile,Turtle,Aves,Pune,MVS-CA,MVS-NB,Wed Feb 05 2020 17:11:37 GMT+0000 (Greenwich Mean Time),None,Unknown,27-07-2014},01:46},None,,,,,7,8,neonate,146kg,127cm,117cm,Mon Jan 26 2015 15:35:05 GMT+0000 (Greenwich Mean Time),None,None,137,Yes,None,None,None,,Wed Jun 10 2015 23:42:38 GMT+0100 (British Summer Time),
7b421be7-634d-4ef8-b3e2-db6e9429a327,Deer,Deer,Aves,Chenai,MVS-EA,MVS-EA,Sat Feb 18 2017 19:10:06 GMT+0000 (Greenwich Mean Time),None,Unknown,16-06-2016},09:16},None,,,,,6,11,subadult,79kg,125cm,62cm,Mon Jul 21 2014 14:05:05 GMT+0100 (British Summer Time),None,None,136,Yes,None,None,None,,Sun Jun 10 2018 03:28:02 GMT+0100 (British Summer Time),
1f1080d5-d99f-4459-911b-5a2a2fdac5ac,Turtle,Elephant,Reptilia,Delhi,MVS-NB,MVS-CA,Tue Jan 31 2012 20:08:20 GMT+0000 (Greenwich Mean Time),None,Unknown,04-02-2020},17:43},None,,,,,12,1,subadult,139kg,76cm,131cm,Wed Oct 11 2017 16:37:28 GMT+0100 (British Summer Time),None,None,126,Yes,None,None,None,,Sun Nov 18 2018 23:03:45 GMT+0000 (Greenwich Mean Time),
ab6953f4-a3ed-45c5-a5b9-8a3de02e017a,Tiger,Eagle,Aves,Delhi,MVS-NB,MVS-NB,Tue Apr 13 2010 13:35:53 GMT+0100 (British Summer Time),None,Unknown,08-07-2019},14:43},None,,,,,12,8,infant,127kg,132cm,28cm,Tue Jan 15 2019 06:23:36 GMT+0000 (Greenwich Mean Time),None,None,98,Yes,None,None,None,,Sun Apr 08 2012 17:30:00 GMT+0100 (British Summer Time),
7778ca06-c814-43d1-baca-32f131c427db,Reptile,Turtle,Aves,Hydrabad,MVS-EA,MVS-EA,Wed Feb 16 2011 05:30:01 GMT+0000 (Greenwich Mean Time),None,Unknown,17-11-2014},00:53},None,,,,,8,9,subadult,77kg,276cm,122cm,Thu Nov 04 2010 22:07:35 GMT+0000 (Greenwich Mean Time),None,None,78,Yes,None,None,None,,Tue Oct 11 2011 05:16:41 GMT+0100 (British Summer Time),
650ea4f9-75f9-43aa-8829-73a033d75fbf,Eagle,Eagle,Reptilia,Pune,MVS-NB,MVS-CA,Mon Aug 13 2012 16:02:37 GMT+0100 (British Summer Time),None,Unknown,22-04-2011},15:58},None,,,,,7,5,adult,22kg,214cm,36cm,Fri Oct 26 2018 21:45:19 GMT+0100 (British Summer Time),None,None,117,Yes,None,None,None,,Fri Dec 03 2010 22:28:58 GMT+0000 (Greenwich Mean Time),
8ccd0995-2c81-4f01-9f3d-4b890b53ef9a,Elephant,Owl,Mamalia,Hydrabad,MVS-NB,MVS-NB,Thu Jan 08 2015 12:37:40 GMT+0000 (Greenwich Mean Time),None,Unknown,23-09-2014},07:55},None,,,,,4,6,infant,124kg,213cm,119cm,Sun Jun 19 2016 18:34:51 GMT+0100 (British Summer Time),None,None,80,Yes,None,None,None,,Fri Feb 19 2021 15:56:12 GMT+0000 (Greenwich Mean Time),
2e87c63e-fc66-4f0b-8230-ed4129c7bdf6,Monkey,Turtle,Reptilia,Pune,MVS-CA,MVS-CA,Wed Oct 25 2017 12:57:50 GMT+0100 (British Summer Time),None,Unknown,25-10-2019},07:58},None,,,,,8,5,subadult,81kg,288cm,147cm,Thu Jan 14 2021 11:47:40 GMT+0000 (Greenwich Mean Time),None,None,139,Yes,None,None,None,,Fri Aug 18 2017 15:36:43 GMT+0100 (British Summer Time),
966149ae-7ff0-4679-abb0-3e67337b0838,Tiger,Reptile,Mamalia,Bombay,MVS-CA,MVS-NB,Thu Mar 03 2011 23:24:19 GMT+0000 (Greenwich Mean Time),None,Unknown,18-02-2017},11:23},None,,,,,1,7,adult,129kg,187cm,74cm,Thu Feb 09 2017 19:57:03 GMT+0000 (Greenwich Mean Time),None,None,140,Yes,None,None,None,,Tue Jul 02 2013 20:37:28 GMT+0100 (British Summer Time),
840b1656-ebe4-43a9-a731-c3865b748ed1,Reptile,Eagle,Mamalia,Bombay,MVS-NB,MVS-CA,Sun Apr 14 2013 05:40:19 GMT+0100 (British Summer Time),None,Unknown,31-12-2014},22:16},None,,,,,1,9,neonate,46kg,52cm,138cm,Sat Aug 12 2017 16:26:57 GMT+0100 (British Summer Time),None,None,137,Yes,None,None,None,,Sat Mar 24 2012 09:28:29 GMT+0000 (Greenwich Mean Time),
fd86a185-511e-4214-bc58-c12634a0f5d4,Eagle,Eagle,Aves,Chenai,MVS-CA,MVS-NB,Tue Nov 20 2018 21:01:39 GMT+0000 (Greenwich Mean Time),None,Unknown,21-10-2018},12:49},None,,,,,14,11,infant,109kg,200cm,25cm,Tue Sep 01 2020 17:13:32 GMT+0100 (British Summer Time),None,None,96,Yes,None,None,None,,Thu Sep 28 2017 10:42:06 GMT+0100 (British Summer Time),
05827843-f81e-44b8-b883-11a356b6578b,Monkey,Reptile,Aves,Chenai,MVS-EA,MVS-CA,Mon Jun 11 2012 05:43:03 GMT+0100 (British Summer Time),None,Unknown,24-06-2012},03:49},None,,,,,4,2,adult,119kg,258cm,122cm,Thu Feb 12 2015 21:25:05 GMT+0000 (Greenwich Mean Time),None,None,106,Yes,None,None,None,,Wed Jul 22 2015 22:16:36 GMT+0100 (British Summer Time),
aea198df-09c8-4514-9b3c-bb621da0a855,Turtle,Monkey,Mamalia,Chenai,MVS-CA,MVS-EA,Mon Oct 01 2018 10:45:14 GMT+0100 (British Summer Time),None,Unknown,07-12-2018},20:11},None,,,,,7,5,adult,106kg,209cm,147cm,Sun Oct 04 2015 22:15:55 GMT+0100 (British Summer Time),None,None,150,Yes,None,None,None,,Tue Jun 20 2017 21:58:20 GMT+0100 (British Summer Time),
cb81960a-fcc5-40c6-9857-6fc507e8490f,Tiger,Eagle,Aves,Delhi,MVS-CA,MVS-EA,Sun Feb 28 2016 21:04:29 GMT+0000 (Greenwich Mean Time),None,Unknown,04-07-2010},00:50},None,,,,,12,2,neonate,149kg,106cm,127cm,Thu Jul 28 2011 21:54:03 GMT+0100 (British Summer Time),None,None,65,Yes,None,None,None,,Sun Oct 18 2015 16:22:00 GMT+0100 (British Summer Time),
59d11d41-7ade-4fa9-a6f7-5050db8e7dfc,Tiger,Tiger,Aves,Chenai,MVS-NB,MVS-EA,Thu Mar 12 2020 04:21:37 GMT+0000 (Greenwich Mean Time),None,Unknown,10-02-2012},03:54},None,,,,,4,11,neonate,107kg,194cm,136cm,Mon Aug 31 2020 13:36:03 GMT+0100 (British Summer Time),None,None,111,Yes,None,None,None,,Sun Jun 24 2018 13:10:55 GMT+0100 (British Summer Time),
